Day,Location,Occupants,Water_Usage_Liters,AI_Result,Status,Usage_Deviation_%,Water_Waste_Score,Leak_Risk_Score,Risk_Level,AI_Recommendation,Potential_Saving_Liters,Smart_Action,Estimated_Saving_Liters
31,College Block A,140,1137.43,1,Normal,-30.530565378578274,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
31,College Block B,135,1345.47,1,Normal,-15.143086892767595,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
31,Canteen,157,1651.81,1,Normal,1.0587303189650588,1.1,1.3,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
32,Hostel A,186,1735.0,1,Normal,11.291429597747229,11.3,13.5,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
32,Hostel B,117,1108.41,1,Normal,-40.07298875432525,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
32,College Block A,118,1016.71,1,Normal,-37.9036346202002,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
32,College Block B,205,1768.55,1,Normal,11.539977610645991,11.5,13.8,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
32,Canteen,146,1659.6,1,Normal,1.535327209155053,1.5,1.8,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
33,Hostel A,190,2426.84,1,Normal,55.66944841786565,55.7,66.8,🟡 Medium Risk,⚠️ Monitor usage and inspect possible wastage,0.0,⚠️ Monitor consumption + inspect high-use areas,0.0
33,Hostel B,121,1228.34,1,Normal,-33.58888408304498,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
33,College Block A,105,1094.19,1,Normal,-33.171482492625096,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
33,College Block B,200,1555.25,1,Normal,-1.9125553821168866,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
33,Canteen,149,1297.69,1,Normal,-20.60654448900432,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
34,Hostel A,174,1383.41,1,Normal,-11.261281487135735,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
34,Hostel B,210,2166.47,1,Normal,17.13181228373702,17.1,20.6,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
34,College Block A,145,1488.07,1,Normal,-9.114950742376216,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
34,College Block B,158,1677.27,1,Normal,5.783075540419102,5.8,6.9,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
34,Canteen,158,1533.88,1,Normal,-6.156298084129445,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
35,Hostel A,123,1140.5,1,Normal,-26.842723079982296,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
35,Hostel B,80,780.94,1,Normal,-57.77789792387543,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
35,College Block A,116,1144.42,1,Normal,-30.10364561384221,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
35,College Block B,213,2066.73,1,Normal,30.345773615250003,30.3,36.4,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
35,Canteen,230,2462.56,1,Normal,50.66090345395088,50.7,60.8,🟡 Medium Risk,⚠️ Monitor usage and inspect possible wastage,0.0,⚠️ Monitor consumption + inspect high-use areas,0.0
36,Hostel A,142,1399.71,1,Normal,-10.215719353162664,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
36,Hostel B,222,1883.94,1,Normal,1.8566176470588316,1.9,2.2,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
36,College Block A,141,1420.79,1,Normal,-13.224129822696984,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
36,College Block B,196,2155.83,1,Normal,35.96518613121424,36.0,43.2,🟡 Medium Risk,⚠️ Monitor usage and inspect possible wastage,0.0,⚠️ Monitor consumption + inspect high-use areas,0.0
36,Canteen,143,1571.21,1,Normal,-3.8724262085463224,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
37,Hostel A,93,1004.57,1,Normal,-35.561941538323374,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
37,Hostel B,157,1642.63,1,Normal,-11.189987024221443,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
37,College Block A,121,1134.77,1,Normal,-30.693026977175975,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
37,College Block B,204,2073.39,1,Normal,30.765810510382675,30.8,36.9,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
37,Canteen,222,2067.16,1,Normal,26.470093392189053,26.5,31.8,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
38,Hostel A,132,1336.54,1,Normal,-14.267753709179784,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
38,Hostel B,213,2133.23,1,Normal,15.334666955017306,15.3,18.4,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
38,College Block A,190,2164.95,1,Normal,32.22602927973321,32.2,38.7,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
38,College Block B,234,2514.21,1,Normal,58.5677120287593,58.6,70.3,🔴 High Risk,"🚨 Inspect pipes, taps and tanks immediately",0.0,"🚨 Immediate inspection + check pipes, taps and tanks",0.0
38,Canteen,112,849.08,1,Normal,-48.05277438735275,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
39,Hostel A,89,859.0,-1,Abnormal,-44.89951698878106,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
39,Hostel B,126,1464.51,1,Normal,-20.820177335640135,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
39,College Block A,94,1015.82,1,Normal,-37.957992072362586,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
39,College Block B,209,1607.83,1,Normal,1.4035917569336114,1.4,1.7,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
39,Canteen,243,2318.53,1,Normal,41.849061336612614,41.8,50.2,🟡 Medium Risk,⚠️ Monitor usage and inspect possible wastage,0.0,⚠️ Monitor consumption + inspect high-use areas,0.0
40,Hostel A,153,1290.88,1,Normal,-17.196610582628267,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
40,Hostel B,102,1019.01,1,Normal,-44.906466262975776,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
40,College Block A,190,2510.0,1,Normal,53.30023025572434,53.3,64.0,🟡 Medium Risk,⚠️ Monitor usage and inspect possible wastage,0.0,⚠️ Monitor consumption + inspect high-use areas,0.0
40,College Block B,179,2291.28,1,Normal,44.50782839033161,44.5,53.4,🟡 Medium Risk,⚠️ Monitor usage and inspect possible wastage,0.0,⚠️ Monitor consumption + inspect high-use areas,0.0
40,Canteen,216,2207.12,1,Normal,35.03293045906864,35.0,42.0,🟡 Medium Risk,⚠️ Monitor usage and inspect possible wastage,0.0,⚠️ Monitor consumption + inspect high-use areas,0.0
41,Hostel A,119,1284.19,1,Normal,-17.625740071970593,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
41,Hostel B,136,1218.41,1,Normal,-34.12575692041522,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
41,College Block A,194,1916.23,1,Normal,17.03525905295882,17.0,20.4,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
41,College Block B,136,1078.88,1,Normal,-31.956545732620643,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
41,Canteen,142,1200.75,1,Normal,-26.537392054475212,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
42,Hostel A,207,1431.63,1,Normal,-8.168213628228889,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
42,Hostel B,231,2579.67,1,Normal,39.47177768166091,39.5,47.4,🟡 Medium Risk,⚠️ Monitor usage and inspect possible wastage,0.0,⚠️ Monitor consumption + inspect high-use areas,0.0
42,College Block A,233,1771.4,1,Normal,8.189652539836692,8.2,9.8,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
42,College Block B,160,1854.32,1,Normal,16.94937167904389,16.9,20.3,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
42,Canteen,183,1669.47,1,Normal,2.139179751667931,2.1,2.6,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
43,Hostel A,220,2337.43,1,Normal,49.934251460900455,49.9,59.9,🟡 Medium Risk,⚠️ Monitor usage and inspect possible wastage,0.0,⚠️ Monitor consumption + inspect high-use areas,0.0
43,Hostel B,237,4785.04,-1,Abnormal,158.7067474048443,100.0,100.0,🔴 High Risk,"🚨 Inspect pipes, taps and tanks immediately",2935.44,"🚨 Immediate inspection + check pipes, taps and tanks",2935.44
43,College Block A,247,2769.1,1,Normal,69.12496717176344,69.1,82.9,🔴 High Risk,"🚨 Inspect pipes, taps and tanks immediately",0.0,"🚨 Immediate inspection + check pipes, taps and tanks",0.0
43,College Block B,192,1696.19,1,Normal,6.976333506772008,7.0,8.4,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
43,Canteen,142,1140.24,1,Normal,-30.23943028623345,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
44,Hostel A,89,794.06,1,Normal,-49.06508784646274,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
44,Hostel B,203,2227.48,1,Normal,20.430363321799312,20.4,24.5,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
44,College Block A,146,1409.72,1,Normal,-13.900238806334778,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
44,College Block B,151,1217.55,1,Normal,-23.21082257225296,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
44,Canteen,87,759.21,1,Normal,-53.55107509613002,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
45,Hostel A,157,1413.35,1,Normal,-9.340782696267414,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
45,Hostel B,153,1184.38,1,Normal,-35.965614186851205,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
45,College Block A,226,1969.7,1,Normal,20.300981487928375,20.3,24.4,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
45,College Block B,208,2507.27,1,Normal,58.130015924822246,58.1,69.8,🟡 Medium Risk,⚠️ Monitor usage and inspect possible wastage,0.0,⚠️ Monitor consumption + inspect high-use areas,0.0
45,Canteen,209,2162.83,1,Normal,32.323241593020505,32.3,38.8,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
46,Hostel A,132,1146.54,1,Normal,-26.455287786166508,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
46,Hostel B,165,1859.07,1,Normal,0.5120025951557109,0.5,0.6,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
46,College Block A,207,1665.71,1,Normal,1.7345524060807112,1.7,2.1,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
46,College Block B,93,955.1,1,Normal,-39.763177396212726,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
46,Canteen,101,1293.81,1,Normal,-20.843925225068148,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
47,Hostel A,108,815.86,1,Normal,-47.66672867341899,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
47,Hostel B,232,2419.97,1,Normal,30.83747837370242,30.8,37.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
47,College Block A,196,1608.91,1,Normal,-1.7345524060806972,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
47,College Block B,132,1238.89,1,Normal,-21.86493858694794,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
47,Canteen,233,2165.82,1,Normal,32.50617159323465,32.5,39.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
48,Hostel A,133,1626.18,1,Normal,4.311179817443571,4.3,5.2,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
48,Hostel B,115,1358.72,1,Normal,-26.539792387543248,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
48,College Block A,133,1304.13,1,Normal,-20.3492313611961,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
48,College Block B,229,6287.83,-1,Abnormal,296.56465320152,100.0,100.0,🔴 High Risk,"🚨 Inspect pipes, taps and tanks immediately",4702.255,"🚨 Immediate inspection + check pipes, taps and tanks",4702.255
48,Canteen,188,1423.39,1,Normal,-12.916142807761371,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
49,Hostel A,152,1258.15,1,Normal,-19.296073689679723,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
49,Hostel B,121,2573.28,1,Normal,39.12629757785469,39.1,47.0,🟡 Medium Risk,⚠️ Monitor usage and inspect possible wastage,0.0,⚠️ Monitor consumption + inspect high-use areas,0.0
49,College Block A,187,2115.9,1,Normal,29.23026183190722,29.2,35.1,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
49,College Block B,123,1207.75,1,Normal,-23.828894880406153,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
49,Canteen,96,1013.32,1,Normal,-38.004472302011926,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
50,Hostel A,162,1738.44,1,Normal,11.512088109456887,11.5,13.8,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
50,Hostel B,197,5997.78,-1,Abnormal,224.274437716263,100.0,100.0,🔴 High Risk,"🚨 Inspect pipes, taps and tanks immediately",4148.18,"🚨 Immediate inspection + check pipes, taps and tanks",4148.18
50,College Block A,111,1300.13,1,Normal,-20.593534516982114,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
50,College Block B,230,1984.06,1,Normal,25.131892215757702,25.1,30.2,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
50,Canteen,86,772.62,1,Normal,-52.73064322225996,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
51,Hostel A,138,1772.04,1,Normal,13.667357293597693,13.7,16.4,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
51,Hostel B,225,2255.59,1,Normal,21.950151384083057,22.0,26.3,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
51,College Block A,93,2456.96,1,Normal,50.06077041000177,50.1,60.1,🟡 Medium Risk,⚠️ Monitor usage and inspect possible wastage,0.0,⚠️ Monitor consumption + inspect high-use areas,0.0
51,College Block B,247,2352.09,1,Normal,48.34303013102505,48.3,58.0,🟡 Medium Risk,⚠️ Monitor usage and inspect possible wastage,0.0,⚠️ Monitor consumption + inspect high-use areas,0.0
51,Canteen,118,1219.32,1,Normal,-25.401268273881094,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
52,Hostel A,240,2814.1,-1,Abnormal,80.51020866341237,80.5,96.6,🔴 High Risk,"🚨 Inspect pipes, taps and tanks immediately",1255.1299999999999,"🚨 Immediate inspection + check pipes, taps and tanks",1255.1299999999999
52,Hostel B,205,4091.61,-1,Abnormal,121.2159385813149,100.0,100.0,🔴 High Risk,"🚨 Inspect pipes, taps and tanks immediately",2242.01,"🚨 Immediate inspection + check pipes, taps and tanks",2242.01
52,College Block A,97,1138.54,1,Normal,-30.46277125284766,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
52,College Block B,118,946.64,1,Normal,-40.2967377765164,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
52,Canteen,200,2116.25,1,Normal,29.47344914821306,29.5,35.4,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
53,Hostel A,182,1562.94,1,Normal,0.2546553172928297,0.3,0.3,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
53,Hostel B,225,3573.76,-1,Abnormal,93.21799307958479,93.2,100.0,🔴 High Risk,"🚨 Inspect pipes, taps and tanks immediately",1724.1600000000003,"🚨 Immediate inspection + check pipes, taps and tanks",1724.1600000000003
53,College Block A,152,1184.73,1,Normal,-27.64168056140865,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
53,College Block B,116,1264.41,1,Normal,-20.255427841634724,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
53,Canteen,118,1353.57,1,Normal,-17.18777244486864,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
54,Hostel A,232,6122.94,-1,Abnormal,292.75547316497426,100.0,100.0,🔴 High Risk,"🚨 Inspect pipes, taps and tanks immediately",4563.969999999999,"🚨 Immediate inspection + check pipes, taps and tanks",4563.969999999999
54,Hostel B,172,1865.13,1,Normal,0.8396410034602184,0.8,1.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
54,College Block A,136,1445.21,1,Normal,-11.732659056623358,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
54,College Block B,82,965.21,1,Normal,-39.12555382116897,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
54,Canteen,88,1129.02,1,Normal,-30.925876641552037,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
55,Hostel A,140,1080.35,1,Normal,-30.70103978909152,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
55,Hostel B,82,1157.62,1,Normal,-37.41241349480969,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
55,College Block A,199,2164.02,1,Normal,32.16922879601298,32.2,38.6,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
55,College Block B,202,1875.6,1,Normal,18.291471548176535,18.3,21.9,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
55,Canteen,232,2632.22,1,Normal,61.040804402556105,61.0,73.2,🔴 High Risk,"🚨 Inspect pipes, taps and tanks immediately",0.0,"🚨 Immediate inspection + check pipes, taps and tanks",0.0
56,Hostel A,218,1792.54,1,Normal,14.982328075588363,15.0,18.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
56,Hostel B,117,1054.76,1,Normal,-42.97361591695502,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
56,College Block A,139,1341.25,1,Normal,-18.082098075501886,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
56,College Block B,160,1323.94,1,Normal,-16.50095391261844,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
56,Canteen,146,1484.15,1,Normal,-9.198809425483557,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
57,Hostel A,170,1972.38,1,Normal,26.518149804037282,26.5,31.8,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
57,Hostel B,171,2219.86,1,Normal,20.018382352941188,20.0,24.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
57,College Block A,248,2374.2,1,Normal,45.00613811678912,45.0,54.0,🟡 Medium Risk,⚠️ Monitor usage and inspect possible wastage,0.0,⚠️ Monitor consumption + inspect high-use areas,0.0
57,College Block B,212,2319.95,1,Normal,46.316005234694046,46.3,55.6,🟡 Medium Risk,⚠️ Monitor usage and inspect possible wastage,0.0,⚠️ Monitor consumption + inspect high-use areas,0.0
57,Canteen,110,1206.52,1,Normal,-26.184379980483396,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
58,Hostel A,238,1778.03,1,Normal,14.051585341603747,14.1,16.9,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
58,Hostel B,156,1588.58,1,Normal,-14.112240484429064,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
58,College Block A,177,1871.8,1,Normal,14.321661750065656,14.3,17.2,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
58,College Block B,242,2255.89,1,Normal,42.27583053466409,42.3,50.7,🟡 Medium Risk,⚠️ Monitor usage and inspect possible wastage,0.0,⚠️ Monitor consumption + inspect high-use areas,0.0
58,Canteen,158,1818.0,1,Normal,11.226334578358578,11.2,13.5,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
59,Hostel A,227,2404.21,1,Normal,54.21784896438033,54.2,65.1,🟡 Medium Risk,⚠️ Monitor usage and inspect possible wastage,0.0,⚠️ Monitor consumption + inspect high-use areas,0.0
59,Hostel B,229,2400.73,1,Normal,29.797253460207617,29.8,35.8,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
59,College Block A,101,1011.5,1,Normal,-38.22183948061149,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
59,College Block B,86,732.02,-1,Abnormal,-53.83252132507135,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
59,Canteen,190,2002.15,1,Normal,22.49274245107846,22.5,27.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
60,Hostel A,108,1381.84,1,Normal,-11.361989005561371,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
60,Hostel B,118,1140.98,1,Normal,-38.31206747404844,0.0,0.0,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
60,College Block A,163,1852.18,1,Normal,13.123354770935261,13.1,15.7,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
60,College Block B,160,1616.28,1,Normal,1.936521451208562,1.9,2.3,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
60,Canteen,245,2086.29,1,Normal,27.640478309947035,27.6,33.2,🟢 Low Risk,✅ Usage is within the normal range,0.0,✅ Maintain current usage and continue monitoring,0.0
